season,episode,clip,text,label,video_description
S04,E14,267,you're more qualified than glenn ever was.,Praise,"A woman in a blue ""Cloud 9"" uniform, identified as Dina, speaks with a confident and encouraging expression. She holds a clipboard and pen, gesturing slightly as she addresses a colleague in a blue vest. The colleague listens with her back to the camera, creating a dynamic of supportive guidance."
S04,E08,263,why does everyone here start conversations like that?,Complain,"The older man, wearing a blue vest, holds a toy and speaks to the younger man. He gestures with his free hand, his expression engaged as he explains something. The younger man listens attentively, facing him. Their interaction is a typical, focused conversation between colleagues in a retail setting."
S05,E16,1,"for anyone who hasn't already downloaded the zephra employee app, you need to.",Inform,"The woman in the blue blazer is the main speaker, gesturing with her hands as she talks. The woman in the blue polo shirt listens, holding a phone and occasionally looking at it. Their interaction appears to be a presentation or briefing to the seated man."
S06,E08,481,that's not what i meant.,Oppose,"A man in a blue vest, identified as ""Jonah,"" sits at a table and speaks. He gestures with his right hand, palm up, as he says, ""That's not what I meant."" His expression is one of mild exasperation or clarification, directed at someone off-screen to his right."
S05,E09,344,thank you.,Thank,"A man in a wheelchair, wearing a green hoodie, holds a large white bag. He looks up at the other man, who stands holding a blue bag and a drink. The seated man's expression is neutral as he speaks, suggesting a calm, conversational interaction."
S05,E12,497,"i attended multiple father-daughter dances alone, and when i was 16, everyone made fun of me",Complain,"A woman in a blue polo shirt, Dina, stands with her hands on her hips, speaking to a bald man. Her expression is serious and engaged as she recounts a personal story. The man listens attentively, his back mostly to the camera."
S06,E10,392,hmm. damn. i really thought we were vibing.,Complain,"The blonde woman, Justine, expresses disappointment, gesturing with her hands as she speaks. Her facial expression shows a mix of surprise and frustration. Janet, standing beside her, listens with a more neutral, pensive look, her hand resting on her hip."
S04,E12,164,that is an amazing offer,Praise,"A woman in a blue polo shirt stands with her hands on her hips, looking up and to the side with a skeptical expression. Next to her, a man in a dark jacket holds a clipboard, his expression serious and focused as he looks in the same direction."
S05,E21,325,"hi, brett.",Greet,"A young man in a blue vest holds a large white Easter bunny plush. He stands and speaks to an elderly man seated on a pink couch. The elderly man, wearing a yellow bib, looks up at the young man with a neutral expression."
S04,E10,341,'cause i'm starting to feel attacked right now.,Complain,"A woman in a patterned vest speaks animatedly, gesturing with both hands. Her expression is earnest and slightly defensive. She is facing another woman with her back to the camera, who is listening."
S05,E19,416,i'm starting to reek.,Complain,"A man in a blue vest stands, gesturing with his right hand as he speaks. His expression is animated and emphatic. Two other men in similar vests sit at a desk, listening. The man in the foreground rests his hand on the desk, while the man behind him wears earbuds."
S04,E12,87,and corporate would like us to stay until closing so...,Inform,"A man in a white shirt and tie, identified as Glenn, holds a blue phone receiver to his ear. He stands in a store, listening intently with a neutral expression. His body is angled slightly, and he remains mostly still, suggesting he is focused on the conversation."
S04,E03,177,you're spraying all-purpose cleaner on the fruit?,Criticize,"A female employee in a blue vest gestures with her right hand while speaking to a male colleague. Her expression is serious and focused. The male colleague, seen from the back, listens attentively. Their interaction appears to be a work-related discussion."
S05,E21,506,i wish you could see this. you're really struggling.,Taunt,"A woman in a blue polo shirt laughs heartily, her head tilted back. She then turns to her right, her expression shifting to one of mock sympathy as she speaks to a man in a vest. The man looks down, appearing slightly embarrassed by her comment."
S05,E16,457,you calm down. you're always starting stuff!,Criticize,"A seated man in a blue vest, with a beard and a graphic t-shirt, speaks animatedly. He gestures with his right hand, palm open, then points with his index finger. His expression is emphatic and engaged as he talks to another employee standing across the counter."
S06,E01,459,what happened here?,Care,"A woman in a maroon blazer walks into a store, her hand to her chin in a thoughtful or concerned gesture. She looks at a man in a blue vest who is facing away from her, holding a piece of paper. The man appears to be reading it, seemingly unaware of her arrival."
S05,E12,442,"thanks, dad.",Thank,"A woman in a blue polo shirt smiles warmly at a bald man, her hands clasped in front of her. The man, seen from the back, is turned towards her. Their interaction appears friendly and positive, with the woman's pleasant expression suggesting a comfortable rapport."
S06,E09,163,she's got less brains--,Taunt,"A woman in a blue vest stands with a stern, unimpressed expression, looking down at a seated man. The man, also in a vest, looks up at her with a surprised and slightly nervous expression, his mouth slightly open as if mid-sentence."
S04,E05,46,"okay, uh, you seem to be all set, so i guess i'm gonna go?",Leave,"A man in a dark blue shirt stands by a hospital bed, looking at a woman reading a magazine. He gestures with his hands as he speaks, appearing to explain something. The woman listens, looking up from her magazine."
S05,E10,417,we're gonna take a sidebar.,Leave,"The main speaker, a bald man in a dark suit, smiles confidently while speaking. He leans forward, gesturing with his hands to emphasize his points. His colleagues listen intently, with one man in a dark suit actively taking notes. The atmosphere is professional and focused."
S06,E04,90,i'm gonna turn this place into the most efficient machine,Inform,"A woman in a blue blazer stands behind a counter, holding a clipboard and a face mask. She speaks with a confident, slightly challenging expression, gesturing with her free hand. She appears to be giving instructions or a pep talk to a man in a blue vest standing before her."
S05,E15,290,"i'm sorry you had to see that, glenn.",Apologise,"A man in a wheelchair, wearing a blue vest, looks up with wide, surprised eyes at another man standing before him. The standing man, seen from the back, is holding a green bottle of dish soap. The interaction appears to be a brief, unexpected encounter in a store aisle."
S04,E01,93,you can just stick it in the... in the p-photo lab.,Arrange,"A woman in a blue vest, holding a clipboard, speaks to a line of employees. She gestures with her right hand while maintaining a serious expression. The employees stand at attention, listening intently. The dynamic is one of a supervisor giving instructions to her team."
S05,E09,264,i am so sorry.,Apologise,"A man in a blue vest stands behind a checkout counter, holding a green box. He is speaking to a customer, whose back is to the camera. His body is angled towards the customer, and his hand gestures suggest he is explaining something."
S05,E16,249,i can't feel my hands.,Complain,"The man on the right, wearing a dark uniform, speaks with his hands clasped, appearing to explain something. The woman in the center, in a blue vest, stands with arms crossed, looking down with a skeptical or unimpressed expression. The older man on the left listens with a neutral, slightly concerned look."
S05,E18,259,yes.,Agree,"A male store employee, Jonah, smiles warmly while speaking to a female customer. He leans slightly forward, creating a friendly and attentive dynamic. His expression is consistently cheerful and welcoming throughout the interaction."
S05,E12,475,"i mean, come on. the editing is so choppy.",Complain,"A man in a light blue shirt and cloud-patterned tie stands, gesturing with his right hand as he speaks. His expression is one of exasperation or disbelief. He is addressing a group of colleagues seated around tables in what appears to be a workplace breakroom."
S05,E06,9,"first, we're gonna be handing out goodie bags to the kids.",Arrange,"A woman in a judge's robe smiles and speaks, holding a gavel and a clipboard. She stands next to a woman in a revealing police uniform. The police officer listens with a neutral expression, her posture straight and attentive."
S06,E10,424,excuse me. you can't be in here.,Prevent,"A woman with red hair, wearing a grey blazer over a red patterned blouse, sits at a desk. She turns her head to the right, speaking with a serious expression. She gestures with her right hand, palm open, towards a camera on a tripod, as if explaining something."
S04,E04,246,"hey, glenn, i think you left that in the parking lot.",Inform,"A young man in a colorful shirt approaches an older man, Glenn, who is wearing a uniform and a white hat. The young man gestures with his hand as he speaks, while Glenn listens with a neutral expression."
S05,E12,56,but now i have tons student loan and credit card debts.,Complain,"The man, Jonah, stands in an electronics store, holding a paper. He speaks with a concerned expression, gesturing with his free hand. His brow is furrowed, and his mouth is slightly open, conveying worry or disbelief as he discusses his financial situation."
S04,E04,200,funny little people.,Joke,"The woman in the green suit, with a stern expression, gestures with her right hand as she speaks. The woman in the orange apron listens, her back mostly to the camera. The woman in the Mario costume stands with hands clasped, listening intently."
S06,E01,67,"hey, any update on when you two lovebirds are moving to cali?",Care,"A woman in a black blazer holds a clipboard, looking down at it. She is surrounded by several coworkers in blue vests. The group is listening to someone off-screen, with expressions ranging from attentive to slightly concerned."
S05,E06,501,"uh, i am so honored to receive this sprite",Flaunt,"The woman in the blue blazer, wearing a cat-ear headband, speaks animatedly with expansive hand gestures, her expression enthusiastic. The woman in the black robe stands stoically beside her, listening with a neutral, unimpressed expression."
S05,E14,350,how's it going?,Care,"A man in a purple suit sits, looking up at a woman in a colorful dress who is walking in. He holds a phone and appears to be greeting her. The woman has a neutral expression, while the man's expression is attentive and welcoming."
S05,E10,263,"oh, um, amy, i'm so sorry",Apologise,"The woman in the pink fleece, holding a stick, speaks animatedly, gesturing with her free hand. Her expression is earnest as she addresses the other two women. The woman in the blue shirt listens with her hands on her hips, while the woman in the red shirt stands with her hands clasped, both appearing to be engaged in the conversation."
S05,E10,91,"really, it's amazing work that you're doing.",Praise,"A man in a grey suit speaks to a woman in a dark blazer. He gestures with his right hand while looking at her. The woman listens intently, her expression shifting from neutral to a slight, polite smile as he talks."
S04,E05,251,women have been birthing for thousands of years in all kinds of disgusting places.,Complain,"A pregnant woman sits on a hospital bed, gesturing with open palms as she speaks. A man in a teal shirt stands beside her, initially leaning forward with a concerned expression. He then straightens up, placing his hands on his hips, and listens with a skeptical look."
S04,E02,500,"oh, thank you, sayid.",Thank,"A woman in a blue vest smiles warmly as she holds a purple bag and a small box. Her expression is one of genuine gratitude and pleasant surprise, suggesting she is thanking someone for a gift."
S05,E17,130,well thank you,Thank,"A woman with curly hair, wearing a tan trench coat and carrying a red bag, stands facing another woman. She smiles and nods slightly, appearing to be in a pleasant conversation. Her body language is open and engaged, suggesting a friendly interaction."
S04,E04,464,"oh, no, i'm not spider-man.",Oppose,"A man in a red and blue shirt stands before a crowd, gesturing with his hands as he speaks. His facial expression is animated and engaging, suggesting he is explaining something with enthusiasm."
S05,E12,547,"yeah, don't worry.",Comfort,"A man and woman stand in an office, both holding coffee cups. The man, in a dark jacket, listens with a neutral expression. The woman, in a black puffer jacket, speaks to him. Their body language is relaxed, suggesting a casual conversation."
S05,E06,236,she's my... she's my lady.,Introduce,"A woman in a judge's robe smiles warmly and gestures with open hands towards a young girl in a pink cowboy hat. The girl is also smiling, creating a friendly and positive interaction between them."
S05,E11,332,"i gotta be honest, that sounds awful.",Complain,"A woman in a black blazer stands with a skeptical expression, her brow furrowed and lips pursed as she speaks. She faces a man in a blue vest, who is turned away from the camera. Her body language is closed and her expression conveys clear disapproval of what she is hearing."
S04,E11,238,check them all! go!,Arrange,"A woman in a blue polo shirt, identified as Dina, stands and speaks with an authoritative and impatient tone. Her mouth is open mid-sentence, and her expression is stern. She is addressing a seated man, who is partially visible, creating a dynamic of a manager giving a direct, urgent command."
S05,E18,4,i can do this from muscle memory.,Flaunt,"A man in a light blue shirt and patterned tie speaks animatedly, gesturing with his right hand. He stands facing a group of four employees in blue shirts and khaki pants. The employees listen attentively, with one woman turning her head slightly towards the speaker."
S05,E13,482,"look, mateo never got a work permit.",Inform,"Amy Sosa, seated at her desk, speaks with a serious and concerned expression. Her hands are clasped, and her brow is slightly furrowed, indicating she is explaining a difficult or problematic situation to the man across from her."
S04,E06,485,i'm sorry if that doesn't make you feel any better.,Apologise,"A man in a blue vest and striped tie speaks to a woman in a matching vest. He looks at her with a concerned and apologetic expression. The woman, with her hair in a bun, looks down with a somber, dejected expression, appearing to be listening to his words."
S05,E08,316,it's just one gift card per customer.,Inform,"The main speaker, a man in a blue vest, gestures with his right hand while explaining a policy. His facial expression is earnest and slightly exasperated. The other three people listen intently, their expressions showing concern and confusion as they process the information."
S05,E11,198,you should be very proud of yourself.,Praise,"A woman in a blue polo shirt speaks animatedly to a man in a vest. She gestures with her right hand, then points to her chest with her thumb while smiling. The man listens with a neutral expression, his hands clasped in front of him."
S05,E14,336,"yeah, i got it. sorry.",Apologise,"A woman in a blue floral dress speaks to another woman in a dark floral dress. She gestures with her right hand, her expression shifting from serious to apologetic as she says, ""Sorry."" The other woman listens with her back mostly to the camera."
S04,E08,374,"he wouldn't have either, so--oh, this is a pickle.",Complain,"A man in a light blue shirt and a cloud-patterned tie stands, speaking with a concerned expression. He gestures with his right hand towards two seated employees in blue shirts. The employees listen attentively, their backs to the camera."
S05,E14,67,sorry.,Apologise,"A woman in a floral dress, looking slightly flustered, reaches across the bar to hand a black object to a male bartender. She is accompanied by a man in a suit who smiles at the bartender. The interaction appears to be a brief, transactional exchange in a busy bar."
S05,E13,453,"print it out, and then run it back here to me.",Arrange,"A woman in a blue vest speaks authoritatively, gesturing with her right hand. The four colleagues seated at the tables listen intently, their focus on their laptops. Their body language is attentive and professional, indicating a work-related discussion."
S04,E01,31,thank you for always tipping 20 bucks,Thank,"A woman in a teal uniform sits at a diner counter. She looks down, then up at someone off-screen, speaking with a grateful expression. She holds up a twenty-dollar bill, her expression softening as she thanks them for the generous tip."
S05,E14,59,no rush. no rush at all.,Comfort,"A man in a dark suit and tie sits at a bar, speaking to a bartender. He gestures with his right hand while talking. A woman sits beside him, listening. The bartender, in a white shirt, listens attentively while wiping the bar."
S05,E16,223,how's stuff been going with you lately?,Care,"A security guard in a grey uniform stands smiling, hands clasped. He asks a seated employee, ""How's stuff been going with you lately?"" The employee, wearing a blue vest, looks up with a neutral expression, listening to the guard's friendly inquiry."
S05,E16,15,"when you enter the store, so no need to swipe in",Inform,"The main speaker, a woman in a blue polo shirt, stands with her hands clasped, holding a phone. Her expression is serious and focused as she addresses the seated individuals. Her body language is direct and engaged, suggesting she is delivering important information or instructions."
S05,E07,419,don't be ashamed.,Comfort,"Carol, wearing a blue vest, holds a white bra and speaks animatedly to a colleague. Her facial expressions shift from earnest to slightly exasperated as she gestures with the bra. The colleague listens intently, her posture attentive, indicating a focused, possibly problem-solving conversation."
S05,E10,311,"okay, yeah, you're looking good on the trunk side.",Praise,"A woman in a pink sweater gestures with her right hand towards a forklift while walking. She smiles and appears to be giving directions. A woman in a blue shirt walks beside her, smiling and looking at her. The driver of the forklift, in a red shirt, is focused on operating the vehicle."
S05,E17,141,"jeff, this is isabel. she works at zephra.",Introduce,"A woman in a green t-shirt and tan coat speaks animatedly to a man in a grey coat. She gestures with her right hand, her expression shifting from a smile to a more serious, emphatic look as she talks."
S04,E04,87,dina! what do i do? should i jump the railing?,Ask for help,"A woman in an orange apron stands in a parking lot, looking distressed. She raises her right hand, palm out, as if asking for help or questioning a situation. Her facial expression is one of worry and confusion."
S05,E16,317,you're a locker-licker too?,Joke,"A woman in a blue polo shirt smiles warmly, looking at a man sitting across from her. The man, wearing a maroon shirt and a blue vest, is turned towards her, listening. Their relaxed postures and shared smiles suggest a friendly, positive conversation."
S05,E14,102,"aw, that's beautiful.",Praise,"A woman in a colorful floral dress stands with two men in a bar. She looks up at the man in the purple suit with a hopeful, slightly pleading expression. The man in the dark suit looks on with a neutral expression. The woman's body language suggests she is seeking his approval or agreement."
S05,E17,48,"so glenn, you're gonna be running care packages from the warehouse, or doing that waddle thing you do, whatever works.",Arrange,"A woman in a green shirt and brown jacket speaks to a man in a wheelchair. She gestures with her right hand while holding a blue folder. Her expression is serious and questioning. The man listens, holding a clipboard."
S05,E15,35,"come on, peeps. dig in.",Arrange,"A woman in a black blazer stands and smiles, holding a blue folder. She gestures with her free hand as she speaks to a group of people in blue vests. The group, including a man in a wheelchair, listens attentively, with some members smiling back."
S05,E14,331,"nothing happened, okay? everything's fine.",Comfort,"The woman in the dark floral dress is animatedly explaining something to her friend. She uses open-handed gestures and has a concerned expression, her eyebrows raised. Her friend, in a blue floral dress, listens with a neutral expression, her body angled towards her."
S04,E06,521,thank you.,Thank,"A woman in a blue vest holds a large white puppy, smiling and thanking someone off-screen. Her expression shifts from a slight grimace to a warm, happy smile as she speaks."
S04,E14,19,"and guys, i say this a lot,but we really need to wet down those raccoon droppings before we sweep.",Inform,"The main speaker, a man in a light blue shirt, stands and addresses the group. He holds a clipboard and uses expressive hand gestures while speaking. His facial expression is serious and focused, indicating he is giving important instructions."
S06,E08,612,tony's a good kid. i like him.,Praise,"The man in the olive jacket is the main speaker. He stands with his hands in his pockets, leaning slightly forward with an earnest expression as he speaks. His head is tilted, and his mouth is open mid-sentence. The other man listens with his back partially turned."
S05,E07,119,are you sure you're okay?,Care,"A man in a blue vest, identified as Jonah, stands with a concerned expression, looking at a woman in a blue shirt. He holds a piece of paper, suggesting a work-related conversation. The woman smiles, appearing to be in a good mood, creating a dynamic where Jonah seems to be checking on her well-being."
S05,E02,95,tay-tay and tine-tine: the slut squad.,Joke,"A blonde woman in a blue vest smiles and speaks, holding a tablet. She appears to be a store employee interacting with customers. Her friendly expression and open posture suggest a positive and helpful demeanor as she engages with the people in front of her."
S05,E13,365,"okay, that doesn't even make sense.",Oppose,"The man in the dark blue shirt is the main speaker. He is animated, using his right hand to gesture as he talks. His facial expression is engaged and emphatic, suggesting he is passionately explaining a point to the person sitting across the table from him."
S05,E10,32,sorry i'm late.,Apologise,"A man in a grey suit stands in a store, smiling and speaking to a woman in a black blazer. He holds a small object in his hand. The woman listens with her back mostly to the camera. Their interaction appears friendly and engaged."
S04,E13,461,what is wrong with you?,Care,"A man in a blue vest, identified as Garrett, leans forward with a concerned expression, speaking to a woman across the table. The woman listens intently, her hands clasped. A third man, Jon, sits between them, looking surprised and slightly taken aback by Garrett's question."
S04,E11,144,"come on, don't take it personally.",Comfort,"The main speaker, a man in a light blue shirt and cloud-patterned tie, holds a shopping cart and speaks with a concerned expression. He gestures slightly with his free hand. In the background, other employees in blue vests stand with neutral, observant expressions, listening to him."
S05,E18,278,"okay, this has gotta stop.",Prevent,"A man in a blue vest, identified as ""MATRO,"" speaks with a serious expression, gesturing with his right hand. He stands next to a smiling woman in a matching vest. Their interaction appears to be a workplace conversation, with the man making a point while the woman listens."
S06,E01,172,everybody in single-file lines.,Arrange,"A woman in a black blazer stands on a stool, commanding attention with a loud, authoritative voice. She raises both hands, palms forward, in a clear ""stop"" or ""calm down"" gesture. Her expression is serious and focused as she addresses the crowd."
S06,E01,117,"ah, he's just putting on a show.",Taunt,"A woman in a blue polo shirt, identified as Dina, speaks with a concerned and slightly exasperated expression. She holds a clipboard and gestures with her free hand, her body angled towards another person who is mostly out of frame."
S05,E07,208,"yep, that's right.",Agree,"A woman in a blue blazer sits at a table, smiling and nodding as she listens to a man in a blue vest. She then turns to a woman in a pink blazer who is standing and speaking. The interaction appears friendly and engaged."
S05,E10,2,that's important- and holiday pay.,Inform,"A woman in a dark blazer walks alongside a man in a grey suit, gesturing with her right hand as she speaks. The man walks with his hands in his pockets, looking down. Their interaction appears to be a professional conversation in a store aisle."
S05,E15,346,your holiday numbers were outstanding,Praise,"The woman on the screen leans forward, resting her hands on the desk. She speaks with an engaged expression, her mouth open mid-sentence. Her head tilts slightly, and her eyes remain focused on the camera, conveying active participation in the virtual meeting."
S04,E14,164,"glenn, can i borrow $2,000 for sales tax?",Ask for help,"The man in the center, Mateo, holds a phone and speaks with a smile, gesturing with his free hand. The man on the right, Jonah, listens intently, nodding and gesturing with his right hand. The man on the left, Glenn, stands with his hands clasped, listening attentively to the conversation."
S05,E18,332,"you guys, don't clap for that.",Prevent,"A woman in a blue blazer stands with her right hand raised, palm out, as if stopping someone. She has a serious, authoritative expression. A man in a blue vest sits in a green chair, looking down with a pensive or concerned expression."
S06,E10,463,"glenn, hey, look, i- i'm sorry.",Apologise,"A younger man in a blue vest walks toward an older man in a light blue shirt. He gestures with his hands as he speaks, his expression apologetic. The older man listens with a serious, unsmiling face, his posture suggesting he is not pleased with the conversation."
S05,E07,161,"listen up, scrodes.",Inform,"A woman in a blue shirt stands at the front of a classroom, addressing a seated audience. She is the main speaker, standing with her hands on her hips, projecting authority. The audience listens attentively, some taking notes. The dynamic is that of a teacher or instructor leading a class."
S05,E10,401,"okay, just relax.",Comfort,"The bald man in the dark suit is the main speaker. He gestures with his right hand, palm open, as he speaks. His expression is calm and reassuring. The man in the background is focused on his laptop, while the man in the foreground is listening."
S05,E17,413,"i don't know why, but he has been trying to tear me down all day today.",Complain,"A woman in a green t-shirt, identified as Kim, speaks with a frustrated and exasperated expression. She gestures with her right hand as she complains to her colleague, Dina, who stands beside her. Dina listens with a concerned and slightly bewildered look, her mouth slightly open as if in surprise or disbelief at what Kim is saying."
S04,E01,99,"okay.  sorry, that was a poor choice of words.",Apologise,"A woman named Emily, wearing a blue vest, speaks apologetically to a colleague. She holds a clipboard and pen, gesturing with her right hand as she explains something. Her expression is earnest and slightly flustered, suggesting she is admitting a mistake."
S04,E01,155,"god, get over yourself.",Taunt,"A man in a dark suit and striped tie stands with his hands in his pockets, looking down and to his right. His expression is one of weary exasperation, with a slight, almost dismissive smile. He appears to be speaking to someone off-screen, his body language suggesting he is trying to end a conversation."
S05,E15,283,"oh, thank god.",Leave,"A man in a light blue shirt and patterned tie sits at a table, looking up with a surprised and relieved expression. He gestures with his right hand as he speaks. Next to him, a man in a blue vest listens, his hands clasped on the table."
S04,E12,312,i fell up an escalator when i was taking a selfie.,Complain,"The woman on the left, sitting cross-legged, speaks animatedly with wide eyes and expressive hand gestures, holding a pastry. The woman on the right, in a seated position, listens intently with a serious expression, her hands clasped."
S05,E06,244,"you guys, i am dying right now.",Joke,"A woman in a pink cowboy hat speaks with a wide-eyed, open-mouthed expression of shock or disbelief. She stands with a man in a brown cowboy hat, who looks at her with a slight smile. Their interaction suggests a humorous or surprising exchange."
S05,E14,292,"well, we're already 20 minutes behind.",Complain,"A woman in a blue floral dress speaks animatedly, gesturing with both hands. She appears to be explaining something to a man in a dark suit who listens intently, his head tilted. The dynamic suggests a serious conversation, possibly a disagreement, as the woman's expression is earnest and the man's is focused."
S05,E11,182,"ah, it's great. t-shirt activism.",Praise,"A man in a blue vest smiles, looking slightly off-camera. A woman in a matching polo shirt stands beside him, holding a clipboard. She has a neutral expression, looking in the same direction as the man, suggesting they are both listening to someone."
S05,E14,367,"because to me, this room sucks.",Complain,"A woman in a floral dress stands, looking distressed and gesturing with her right hand as she speaks. Two men in suits sit and listen. The man on the right looks up at her with a concerned expression, while the man on the left, wearing glasses, listens intently."
S04,E07,457,he's a good person. that is real.,Praise,"A woman in a blue vest, identified as Gabriela, speaks animatedly to a woman in a green coat. Gabriela uses open-handed gestures and a concerned expression, emphasizing her words. The woman in green listens with a slight smile, indicating a friendly and engaged conversation."
S04,E02,470,"thank you, everyone, for coming to the party.",Thank,"A pregnant woman, Eta, speaks animatedly, gesturing with both hands. She appears to be explaining something to her colleagues. Two men in matching vests, including one named Jonah, listen attentively. The dynamic is one of a colleague addressing her team during a work event."
S05,E07,470,can i have some of the house red?,Ask for help,"A woman in a beige blazer laughs heartily while gesturing with her right hand. She is engaged in a lively conversation with a woman in a blue top, who is smiling and looking down. Their interaction is warm and animated."
S04,E16,184,i love it.  like totally lies.,Taunt,"A woman in a blue blazer, identified by her name tag as Bea, speaks animatedly to a man in a blue vest. Her hands are clasped together in front of her chest, and her facial expression is earnest and pleading as she talks."
S05,E16,182,sorry.,Apologise,"A woman in a blue blazer speaks to a store employee, gesturing with her right hand. Her expression is serious and focused. The employee, also in a blue shirt, listens attentively with a neutral expression, holding a phone."
S05,E10,292,is there any way that i could get more information?,Ask for help,"The male employee, wearing a 'Cloud9' vest, holds a piggy bank and speaks with an earnest, slightly pleading expression. He gestures with his free hand, emphasizing his request for more information. The female customer listens, her back mostly to the camera, creating a dynamic of a helpful employee trying to assist a hesitant shopper."
S04,E16,222,he's the disciple that betrayed jesus.,Criticize,"A man in a blue vest, identified as Glenn, stands and speaks to a seated colleague. He gestures with open palms, his expression one of exasperated explanation. The seated man listens intently, his head tilted slightly, appearing engaged in the conversation."
S05,E15,404,everything is just making me wanna cry.,Complain,"A man in a Cloud9 vest sits at a counter, listening with a neutral expression. He briefly closes his eyes, then opens them and smiles slightly. Across from him, another man in a light blue shirt stands with his back mostly to the camera, appearing to be speaking."
S05,E09,142,"this isn't a library! come on, read and run!",Arrange,"A woman in a blue vest stands behind a counter, gesturing with her right hand as she speaks to a customer. Her expression is firm and impatient. The customer, a woman with red hair, stands facing her, listening. The interaction appears to be a brief, transactional exchange."
S05,E15,349,"whatever you're doing, bottle that",Arrange,"A young woman with long dark hair, wearing a denim jacket over a green shirt, is speaking animatedly during a video call. She leans forward, resting her hands on the desk, and uses expressive hand gestures. Her facial expressions are dynamic, conveying a sense of urgency or strong emotion as she communicates."
S06,E04,601,yeah.,Agree,"A woman in a blue polo shirt sits at a desk, speaking with a neutral expression. She leans forward slightly, resting her hands on a notebook. Across from her, a man in a blue sweater listens attentively, his hands clasped on the desk. Their interaction appears to be a calm, professional conversation."
S05,E16,346,"wow, first you mute me, then you kill a child.",Criticize,"A woman in a blue shirt stands with her hands on her hips, looking to her right with a neutral expression. She then turns and walks away, her posture remaining confident."
S04,E09,282,"no, okay, sir, you may not bring this in here.",Prevent,"A man in a blue jacket holds a clipboard, looking at a woman in a blue vest. The woman, Ruby, turns to him with a shocked expression, raising her hands in a defensive gesture as she speaks."
S04,E09,29,"no, do not even think about paying me for this.",Prevent,"A man in a white shirt and cloud-patterned tie sits behind a desk, speaking animatedly. He raises his right index finger and then his left hand, gesturing emphatically as he talks. His facial expression is serious and insistent, conveying a strong, possibly frustrated, point to the woman standing before him."
S05,E13,274,"well, uh, marcus, that is all very correct.",Agree,"A woman in a black blazer stands, holding a blue folder. She looks at a seated man, speaking with a neutral expression. Her body is angled towards him, indicating a direct, professional interaction."
S04,E02,460,i just want to get out of here. how do we get out of here?,Leave,"A visibly distressed pregnant woman, Eta, frantically gestures with her hands while speaking. She appears anxious and desperate to leave. Her coworkers, including a man named Jonah, listen with concerned and confused expressions, creating a tense dynamic as she pleads to get out of the situation."
S04,E09,27,"oh, um, that sounds like a lot work",Complain,"A woman in a blue vest and pink shirt stands with a skeptical expression, her brow furrowed and mouth open. She gestures with her hands as she speaks, conveying doubt or concern about something she's hearing."
S06,E03,617,i'm sorry jonah.,Apologise,"The man, Glen, stands with a slightly open mouth, appearing to be mid-sentence. His expression is neutral, possibly apologetic. The woman beside him looks down, seemingly disengaged from the interaction."
S05,E17,539,jerry.,Greet,"A woman in a green shirt stands behind a checkout counter. She looks slightly surprised or concerned, with her mouth slightly open as if she is speaking or reacting to something."
S05,E14,184,things have a way of working out for sandra.,Comfort,"A woman in a colorful dress speaks animatedly to a man in a suit. She gestures with her hands and touches her hair, her expression shifting from hopeful to pleading. The man listens with a serious, slightly skeptical expression, his posture remaining relatively still as he absorbs her words."
S05,E14,210,"jonah, you set up the chairs. cheyenne, can you make sure that the sound system's working?",Arrange,"A woman in a floral dress, holding a clipboard, directs a man in a suit. She points her finger at him while speaking, her expression serious and commanding. The man stands with his hands in his pockets, looking down with a neutral, slightly resigned expression."
S06,E03,160,just leave it with me. i'll find someone else.,Leave,"A woman in a blue polo shirt, Dina, speaks to a man in a white shirt. She raises both hands with palms out in a placating or dismissive gesture. Her expression is firm and slightly exasperated as she tells him to leave a matter with her."
S04,E07,512,and your dad abandoned you at a gas station?,Taunt,"The man, wearing a blue vest over a black shirt, smiles warmly while holding a blue can. He leans forward, actively listening to the woman in the blue shirt across the table. His engaged expression and relaxed posture suggest a friendly, positive conversation."
S05,E16,345,"well, we can try. come on, dina.",Leave,"A woman in a blue blazer speaks with a determined expression, gesturing with her hand. She walks forward, leading another woman in a blue polo shirt who follows with a neutral, slightly pensive look."
S06,E04,15,"ah, yeah, that makes sense.",Agree,"A young man in a plaid shirt and blue vest stands with arms crossed, looking slightly upward and to his right. His expression is neutral, perhaps slightly skeptical. He stands between a seated man with a beard and a standing older man, suggesting a quiet, observational dynamic among the group."
S04,E04,435,"it's a me, a mario!",Introduce,"A woman in a Mario costume stands on a platform, smiling and waving her right hand. She is surrounded by a crowd of people, including children, who are watching her. The atmosphere is festive and cheerful."
S06,E10,140,eugene? did you lock me out?,Criticize,"A man in a blue vest, identified as Mateo, stands in a doorway. He looks up and to his left with a surprised and questioning expression, his mouth open as if calling out. His body is angled towards the door, suggesting he is reacting to being locked out."
S05,E19,189,"okay, can we just stop talking about this?",Prevent,"A woman in a black blazer and pink shirt speaks with a pleading expression, gesturing with her right hand. She holds a blue clipboard. The woman in the blue polo shirt beside her listens with a concerned and slightly pained expression, her head tilted."
S05,E18,557,"yeah, well thanks, buddy.",Thank,"A man in a blue vest sits and gestures with his right hand while speaking to a woman standing beside him. The woman, wearing a matching blue polo shirt, listens with a slight smile, holding a blue clipboard. Their interaction appears friendly and conversational."
